global_idx,sentence,verb_lemma,verb,recipient,recipient_anim,theme,theme_anim,construction,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,recipient_pos_spacy,recipient_length,theme_length,length_difference
24130,"The 1890s had brought great prosperity to Kenosha with Simmons Manufacturing, the Bain Wagon Works, N. R. Allen & Sons Tannery, Chicago Brass Company, and Pettit Malting Company.",bring,brought,kenosha,i,great prosperity,i,,VBN,3,the 1890s,IN,,7,NN,NOUN,4,to,6,33,prep,alternating,"The 1890s had brought kenosha great prosperity with Simmons Manufacturing, the Bain Wagon Works, N. R. Allen & Sons Tannery, Chicago Brass Company, and Pettit Malting Company.",ADP,1,2,-0.6931471806
24136,"At Metacritic, which assigns a weighted mean rating out of 100 to reviews from mainstream critics, the album received an average score of 82 out of 100 based on 27 reviews, which indicates ""universal acclaim"".",assign,assigns,reviews from mainstream critics,i,a weighted mean rating out of 100,i,,VBZ,4,which,IN,,13,NN,NOUN,5,to,12,41,dative,alternating,"At Metacritic, which assigns reviews from mainstream critics a weighted mean rating out of 100, the album received an average score of 82 out of 100 based on 27 reviews, which indicates ""universal acclaim"".",ADP,4,7,-0.5596157879
24147,"Regularly scheduled ""snow trains"" brought thousands of skiers to the area, with daily crowds sometimes exceeding 4000.",bring,brought,the area,i,thousands of skiers,a,,VBD,6,"regularly scheduled "" snow trains """,IN,,11,NNS,NOUN,7,to,10,21,prep,alternating,"Regularly scheduled ""snow trains"" brought the area thousands of skiers, with daily crowds sometimes exceeding 4000.",ADP,2,3,-0.4054651081
24160,"After the completion of the minor league season, the Brewers sent Shackelford and Barrett Astin to the Reds to complete their August trade for Jonathan Broxton.",send,sent,the reds,i,shackelford and barrett astin,a,,VBD,11,the brewers,IN,,17,NNP,PROPN,12,to,16,28,prep,alternating,"After the completion of the minor league season, the Brewers sent the reds Shackelford and Barrett Astin to complete their August trade for Jonathan Broxton.",ADP,2,4,-0.6931471806
24175,"However, he criticized LeVay for giving insufficient attention to lesbianism, for the lack of illustrations in his book, and for using references sparingly.",give,giving,lesbianism,i,insufficient attention,i,,VBG,6,,IN,,10,NN,NOUN,7,to,9,27,dative,alternating,"However, he criticized LeVay for giving lesbianism insufficient attention, for the lack of illustrations in his book, and for using references sparingly.",ADP,1,2,-0.6931471806
24197,"One day, when his marriage to Jayshree (Shilpa Shirodkar) is planned, he decides to make his brother take his place, so Harshvardhan and his Diwan go to Mumbai where Harshvardhan meets Bharati (Divya Bharti) and instantly falls in love and thus becomes the enemy of Jack (Gulshan Grover) who plans on getting Bharati for himself and marry her.",get,getting,himself,a,bharati,i,,VBG,60,,IN,PRON,63,NNP,PROPN,61,for,62,68,dative,benefactive_alternating,"One day, when his marriage to Jayshree (Shilpa Shirodkar) is planned, he decides to make his brother take his place, so Harshvardhan and his Diwan go to Mumbai where Harshvardhan meets Bharati (Divya Bharti) and instantly falls in love and thus becomes the enemy of Jack (Gulshan Grover) who plans on getting himself Bharati and marry her.",ADP,1,1,0
24222,"After a time-out, Georgetown sophomore forward Victor Samnick passed the ball to Burton, who held the ball, intending to get it to Braswell for a last-second game-winning shot.",pass,passed,"burton , who held the ball , intending to get it to braswell for a last-second game-winning shot",a,the ball,i,,VBD,9,georgetown sophomore forward victor samnick,IN,,13,NN,NOUN,10,to,12,32,prep,alternating,"After a time-out, Georgetown sophomore forward Victor Samnick passed burton, who held the ball, intending to get it to braswell for a last-second game-winning shot the ball.",ADP,16,2,2.079441542
24239,He managed to give instructions to his players before he was spotted by the officials and ordered off the field.,give,give,his players,a,instructions,i,,VB,3,,IN,,6,NNS,NOUN,4,to,5,21,dative,alternating,He managed to give his players instructions before he was spotted by the officials and ordered off the field.,ADP,2,1,0.6931471806
24321,"Amitabh Bachchan lent his baritone voice and sombre expressions to Bheeshma Pitamah, which coincidentally is the first time he dubbed for an animated character in his 44-year film career since 1969.",lend,lent,bheeshma pitamah,a,his baritone voice and sombre expressions,i,,VBD,2,amitabh bachchan,IN,,10,NN,NOUN,3,to,9,33,dative,alternating,"Amitabh Bachchan lent bheeshma pitamah his baritone voice and sombre expressions, which coincidentally is the first time he dubbed for an animated character in his 44-year film career since 1969.",ADP,2,6,-1.098612289
24355,"Nirmala, after her husband's death starts working in a factory owned by J. V., but due to her concentrating on her small baby's cry, she is thrown out by the factory management and to earn money she gets into the club dancer profession and sends her child to Rajan's Chachi (Shubha Khote).",send,sends,rajan's chachi ( shubha khote ),a,her child,a,,VBZ,49,,IN,,53,NN,NOUN,50,to,52,61,prep,alternating,"Nirmala, after her husband's death starts working in a factory owned by J. V., but due to her concentrating on her small baby's cry, she is thrown out by the factory management and to earn money she gets into the club dancer profession and sends rajan's chachi ( shubha khote ) her child.",ADP,4,2,0.6931471806
24383,"Her mother wanted to give half of her possessions to Marianna and the other half to her first son, Marco Pio, who was her child from an earlier marriage.",give,give,marianna,a,half of her possessions,i,,VB,4,,IN,,10,NN,NOUN,5,to,9,32,prep,alternating,"Her mother wanted to give marianna half of her possessions and the other half to her first son, Marco Pio, who was her child from an earlier marriage.",ADP,1,4,-1.386294361
24405,"By using underworld connections he was able to recover some of the money but had to pay a substantial ""reward"" to the villains.",pay,pay,the villains,a,"a substantial "" reward """,i,,VB,16,,IN,,23,NN,NOUN,17,to,22,26,dative,alternating,"By using underworld connections he was able to recover some of the money but had to pay the villains a substantial ""reward"".",ADP,2,3,-0.4054651081
24416,Embracing skate culture to its fullest has brought Vans to prominence within skate society.,bring,brought,prominence within skate society,i,vans,i,,VBN,7,,IN,,10,NNPS,PROPN,8,to,9,15,prep,alternating,Embracing skate culture to its fullest has brought prominence within skate society Vans.,ADP,4,1,1.386294361
24428,"Nad from ""Nad's Reviews"" gave a B+ rate to the episode saying that he enjoyed it and that it was a solid and highly effective hour of ""The Vampire Diaries"".",give,gave,the episode,i,a b+ rate,i,,VBD,7,"nad from "" nad's reviews """,IN,,12,NN,NOUN,8,to,11,36,dative,alternating,"Nad from ""Nad's Reviews"" gave the episode a B+ rate saying that he enjoyed it and that it was a solid and highly effective hour of ""The Vampire Diaries"".",ADP,2,3,-0.4054651081
24432,"Stephanie Hall of ""KSiteTV"" also gave a good review to the episode saying that it didn't fail to entertain.",give,gave,the episode,i,a good review,i,,VBD,7,"stephanie hall of "" ksitetv """,IN,,12,NN,NOUN,8,to,11,23,dative,alternating,"Stephanie Hall of ""KSiteTV"" also gave the episode a good review saying that it didn't fail to entertain.",ADP,2,3,-0.4054651081
24436,"Furthermore, she had amassed a great fortune abroad and decided to bequeath it to the three.",bequeath,bequeath,the three,a,it,i,,VB,12,,IN,,15,PRP,PRON,13,to,14,18,dative,alternating,"Furthermore, she had amassed a great fortune abroad and decided to bequeath the three it.",ADP,2,1,0.6931471806
24457,"Since a daughter is not considered ""a potential contributor to the lineage into which she is born, "" but rather ""it is expected that she will give the children she bears and her adult labor to the family of her husband, "" the wife of a deceased son would benefit her husband's family by becoming a caregiver in their home.",give,give,the family of her husband,a,the children she bears and her adult labor,a,,VB,29,she,IN,,39,NNS,NOUN,30,to,38,66,prep,alternating,"Since a daughter is not considered ""a potential contributor to the lineage into which she is born, "" but rather ""it is expected that she will give the family of her husband the children she bears and her adult labor, "" the wife of a deceased son would benefit her husband's family by becoming a caregiver in their home.",ADP,5,8,-0.4700036292
24458,"The family preferred to adopt patrilineally related male kin, usually through a brother assigning one of his own sons to the lineage of the deceased.",assign,assigning,the lineage of the deceased,i,one of his own sons,a,,VBG,14,a brother,IN,,21,CD,NUM,15,to,20,27,prep,alternating,"The family preferred to adopt patrilineally related male kin, usually through a brother assigning the lineage of the deceased one of his own sons.",ADP,5,5,0
24474,"Geoffrey's county was seized by Conan IV of Brittany, who subsequently ceded it to Henry.",cede,ceded,henry,a,it,i,,VBD,13,who,IN,,16,PRP,PRON,14,to,15,18,prep,alternating,"Geoffrey's county was seized by Conan IV of Brittany, who subsequently ceded henry it.",ADP,1,1,0
24495,Club members served as caddies and served food to the guests.,serve,served,the guests,a,food,i,,VBD,6,,IN,,9,NN,NOUN,7,to,8,12,dative,alternating,Club members served as caddies and served the guests food.,ADP,2,1,0.6931471806
24498,"Briarcliffe College - Patchogue offers a Criminal Justice Program to students who have a passion for investigative work, technology and public service.",offer,offers,"students who have a passion for investigative work , technology and public service",a,a criminal justice program,i,,VBZ,4,briarcliffe college - patchogue,IN,,10,NNP,PROPN,5,to,9,24,dative,alternating,"Briarcliffe College - Patchogue offers students who have a passion for investigative work, technology and public service a Criminal Justice Program.",ADP,12,4,1.098612289
24501,"Over the next ten years, Livingston began writing poetry and making drawings for his friends and family, some of which ended up in the pages of ""New York Magazine"" and the ""Poughkeepsie Journal"".",make,making,his friends and family,a,drawings,i,,VBG,11,,IN,,14,NNS,NOUN,12,for,13,40,dative,benefactive_alternating,"Over the next ten years, Livingston began writing poetry and making his friends and family drawings, some of which ended up in the pages of ""New York Magazine"" and the ""Poughkeepsie Journal"".",ADP,4,1,1.386294361
24544,"The school offers secretarial and accounting courses to young men and women, and the curriculum of the public school is open to both young and old.",offer,offers,young men and women,a,secretarial and accounting courses,i,,VBZ,2,the school,IN,,8,NNS,NOUN,3,to,7,28,dative,alternating,"The school offers young men and women secretarial and accounting courses, and the curriculum of the public school is open to both young and old.",ADP,4,4,0
24573,"Mark Burnett intended to be the person to bring the show to the United States, though he recognized that the Swedish version was a bit crude and mean-spirited.",bring,bring,the united states,i,the show,i,,VB,8,,IN,,12,NN,NOUN,9,to,11,30,prep,alternating,"Mark Burnett intended to be the person to bring the united states the show, though he recognized that the Swedish version was a bit crude and mean-spirited.",ADP,3,2,0.4054651081
24589,"Tootsietoy made metal prizes for Cracker Jack boxes (Rogers 2009, p. 65), and this success in the 1930s may also have led to Dowst providing cast pieces for the game Monopoly (Strombecker 2004).",make,made,cracker jack boxes,i,metal prizes,i,,VBD,1,tootsietoy,IN,,5,NNS,NOUN,2,for,4,40,prep,benefactive_alternating,"Tootsietoy made cracker jack boxes metal prizes (Rogers 2009, p. 65), and this success in the 1930s may also have led to Dowst providing cast pieces for the game Monopoly (Strombecker 2004).",ADP,3,2,0.4054651081
24604,"Your Bus ceased operations on 16 December, selling its vehicles to West Midlands Travel.",sell,selling,west midlands travel,i,its vehicles,i,,VBG,8,,IN,,12,NNS,NOUN,9,to,11,16,dative,alternating,"Your Bus ceased operations on 16 December, selling west midlands travel its vehicles.",ADP,3,2,0.4054651081
24610,Flying Riehl and his staff to Russia demonstrates the importance the Soviets placed on the production of uranium in their atomic bomb project.,fly,Flying,russia,i,riehl and his staff,a,,VBG,0,,IN,,6,NNP,PROPN,1,to,5,24,prep,alternating,Flying russia Riehl and his staff demonstrates the importance the Soviets placed on the production of uranium in their atomic bomb project.,ADP,1,4,-1.386294361
24617,Chancellor Angela Merkel's government had planned to sell a 49 percent stake in Deutsche Bahn to the public.,sell,sell,the public,a,a 49 percent stake in deutsche bahn,i,,VB,8,,IN,,17,NN,NOUN,9,to,16,20,dative,alternating,Chancellor Angela Merkel's government had planned to sell the public a 49 percent stake in Deutsche Bahn.,ADP,2,7,-1.252762968
24624,This and other similar fan-organized publicity stunts on behalf of television shows appeared to have inspired WGA strikers themselves to undertake a similar campaign of sending pencils to the CEOs of the media conglomerates in a position to influence the Alliance of Motion Picture and Television Producers.,send,sending,the ceos of the media conglomerates in a position to influence the alliance of motion picture and television producers,a,pencils,i,,VBG,25,,IN,,28,NNS,NOUN,26,to,27,48,dative,alternating,This and other similar fan-organized publicity stunts on behalf of television shows appeared to have inspired WGA strikers themselves to undertake a similar campaign of sending the ceos of the media conglomerates in a position to influence the alliance of motion picture and television producers pencils.,ADP,19,1,2.944438979
24637,This message offered a portent to the gathering members of SDS.,offer,offered,the gathering members of sds,a,a portent,i,,VBD,2,this message,IN,,6,NN,NOUN,3,to,5,12,dative,alternating,This message offered the gathering members of sds a portent.,ADP,5,2,0.9162907319
24754,"As of 15 April 2010, Esmeralda replaced Lesley as a host on the show, bringing a youthful/re-energizing kick to the show's growing success.",bring,bringing,the show's growing success,i,a youthful / re-energizing kick,i,,VBG,16,,IN,,23,NN,NOUN,17,to,22,29,dative,alternating,"As of 15 April 2010, Esmeralda replaced Lesley as a host on the show, bringing the show's growing success a youthful/re-energizing kick.",ADP,4,4,0
24863,"The voter could give all his votes to one candidate, or distribute them in any fashion, equally or unequally, among candidates.",give,give,one candidate,a,all his votes,i,,VB,3,the voter,IN,,8,NNS,NOUN,4,to,7,25,prep,alternating,"The voter could give one candidate all his votes, or distribute them in any fashion, equally or unequally, among candidates.",ADP,2,3,-0.4054651081
24883,"EMS players largely focused on printed circuit board fabrication, leaving system assembly to the OEMs.",leave,leaving,the oems,i,system assembly,i,,VBG,10,,IN,,14,NN,NOUN,11,to,13,17,prep,alternating,"EMS players largely focused on printed circuit board fabrication, leaving the oems system assembly.",ADP,2,2,0
24908,"Yancy brought strong winds to Japan, amounting to 42 casualties and widespread damage.",bring,brought,japan,i,strong winds,i,,VBD,1,yancy,IN,,5,NNS,NOUN,2,to,4,15,dative,alternating,"Yancy brought japan strong winds, amounting to 42 casualties and widespread damage.",ADP,1,2,-0.6931471806
24947,"Some animators, including Rod Scribner, Dick Lundy, Virgil Walter Ross, Norman McCabe, and John Sparey, welcomed Bakshi's presence, and felt that ""Fritz the Cat"" would bring diversity to the animation industry.",bring,bring,the animation industry,i,diversity,i,,VB,35,""" fritz the cat",IN,,38,NN,NOUN,36,to,37,42,prep,alternating,"Some animators, including Rod Scribner, Dick Lundy, Virgil Walter Ross, Norman McCabe, and John Sparey, welcomed Bakshi's presence, and felt that ""Fritz the Cat"" would bring the animation industry diversity.",ADP,3,1,1.098612289
24991,"Over the centuries when Whites wielded power over both Blacks and Amerindians and believed in their inherent superiority over people of color, they created a social order of hypodescent, in which they assigned mixed-race children to the lower-status groups.",assign,assigned,the lower-status groups,i,mixed-race children,a,,VBD,34,they,IN,,38,NNS,NOUN,35,to,37,42,prep,alternating,"Over the centuries when Whites wielded power over both Blacks and Amerindians and believed in their inherent superiority over people of color, they created a social order of hypodescent, in which they assigned the lower-status groups mixed-race children.",ADP,3,2,0.4054651081
25003,"Romedio Graf von Thun-Hohenstein described the stallion: 'The arching back, like a taut band of steel combined with the super elastic end gives limitless, but always expedient, springing capability to the natural dynamics of each effort.",give,gives,the natural dynamics of each effort,i,"limitless , but always expedient , springing capability",i,,VBZ,25,,IN,,35,NN,NOUN,26,to,34,42,dative,alternating,"Romedio Graf von Thun-Hohenstein described the stallion: 'The arching back, like a taut band of steel combined with the super elastic end gives the natural dynamics of each effort limitless, but always expedient, springing capability.",ADP,6,6,0
25015,"The ""Bunte""'s chief editorial staff's counterargument was that they had been duped by an outside agency, which had sold the interview to the publication.",sell,sold,the publication,i,the interview,i,,VBN,23,which,IN,,27,NN,NOUN,24,to,26,30,dative,alternating,"The ""Bunte""'s chief editorial staff's counterargument was that they had been duped by an outside agency, which had sold the publication the interview.",ADP,2,2,0
25019,In 1997 the Rohrer Charitable Foundation awarded a million dollar grant to the college in order to build an advanced technology training campus for Continuing Education students.,award,awarded,the college,i,a million dollar grant,i,,VBD,6,the rohrer charitable foundation,IN,,12,NN,NOUN,7,to,11,28,dative,alternating,In 1997 the Rohrer Charitable Foundation awarded the college a million dollar grant in order to build an advanced technology training campus for Continuing Education students.,ADP,2,4,-0.6931471806
25082,"Parker left these portraits to the Pathology Department of the Yale Medical School, which later gave them to the Library.",leave,left,"the pathology department of the yale medical school , which later gave them to the library",i,these portraits,i,,VBD,1,parker,IN,,5,NNS,NOUN,2,to,4,22,prep,alternating,"Parker left the pathology department of the yale medical school, which later gave them to the library these portraits.",ADP,15,2,2.014903021
25088,Whites lived away from these areas and often realtors would not be able to show properties to whites within these areas.,show,show,whites,a,properties,i,,VB,14,,IN,,17,NNS,NOUN,15,to,16,22,dative,alternating,Whites lived away from these areas and often realtors would not be able to show whites properties within these areas.,ADP,1,1,0
25089,"Landlords could choose to not rent apartments to certain minority groups, maintaining segregation.",rent,rent,certain minority groups,b,apartments,i,,VB,5,,IN,,8,NNS,NOUN,6,to,7,15,dative,alternating,"Landlords could choose to not rent certain minority groups apartments, maintaining segregation.",ADP,3,1,1.098612289
25099,"The summer of 2015 brought new renovations to WVUM's office, modernizing it and increasing space substantially.",bring,brought,wvum's office,i,new renovations,i,,VBD,4,the summer of 2015,IN,,8,NNS,NOUN,5,to,7,19,prep,alternating,"The summer of 2015 brought wvum's office new renovations, modernizing it and increasing space substantially.",ADP,2,2,0
25121,Paterson quickly signed five pieces of legislation on his first day in office: to add the New York State Department of Labor to the New York City Transit Track Safety Task Force; to eliminate a law that discouraged employers from holding blood drives; to change the way in which members are appointed to a state health and research board; to restore eligibility caps to certain senior employment programs; and to grant tax exemptions to several local development corporations in New York State.,grant,grant,several local development corporations in new york state,i,tax exemptions,i,,VB,75,,IN,,79,NNS,NOUN,76,to,78,88,dative,alternating,Paterson quickly signed five pieces of legislation on his first day in office: to add the New York State Department of Labor to the New York City Transit Track Safety Task Force; to eliminate a law that discouraged employers from holding blood drives; to change the way in which members are appointed to a state health and research board; to restore eligibility caps to certain senior employment programs; and to grant several local development corporations in new york state tax exemptions.,ADP,8,2,1.386294361
25165,"Stephen granted their estates to Henry, Duke of Normandy, thus making Aston part of the Honour of Wallingford.",grant,granted,"henry , duke of normandy",a,their estates,i,,VBD,1,stephen,IN,,5,NNS,NOUN,2,to,4,21,dative,alternating,"Stephen granted henry, duke of normandy their estates, thus making Aston part of the Honour of Wallingford.",ADP,4,2,0.6931471806
25169,These seven saints were Celtic monks from Britain from around the 5th or 6th century who brought Christianity to Armorica and founded its first bishoprics.,bring,brought,armorica,i,christianity,i,,VBD,16,who,IN,,19,NNP,PROPN,17,to,18,26,prep,alternating,These seven saints were Celtic monks from Britain from around the 5th or 6th century who brought armorica Christianity and founded its first bishoprics.,ADP,1,1,0
25180,"The Bakufu had initially planned on ordering ships and sending students to the United States, but the American Civil War led to a cancellation of plans.",send,sending,the united states,i,students,a,,VBG,9,,IN,,12,NNS,NOUN,10,to,11,28,prep,alternating,"The Bakufu had initially planned on ordering ships and sending the united states students, but the American Civil War led to a cancellation of plans.",ADP,3,1,1.098612289
25245,Camuy Broadcasting Corporation sold WCHQ to Del Pueblo Radio Corporation in 1984.,sell,sold,del pueblo radio corporation,i,wchq,i,,VBD,3,camuy broadcasting corporation,IN,,6,NNP,PROPN,4,to,5,13,prep,alternating,Camuy Broadcasting Corporation sold del pueblo radio corporation WCHQ in 1984.,ADP,4,1,1.386294361
25257,For this reason the station forecourt of Landeck is laid out for offering parking space to enough coaches if necessary.,offer,offering,enough coaches,a,parking space,i,,VBG,12,,IN,,16,NN,NOUN,13,to,15,21,dative,alternating,For this reason the station forecourt of Landeck is laid out for offering enough coaches parking space if necessary.,ADP,2,2,0
25270,"According to the police, Chen brought his computer to the shop for repairs in 2007.",bring,brought,the shop,i,his computer,i,,VBD,6,chen,IN,,10,NN,NOUN,7,to,9,17,prep,alternating,"According to the police, Chen brought the shop his computer for repairs in 2007.",ADP,2,2,0
25281,The Broadcasting Authority passed all the correspondence received to TVB.,pass,passed,tvb,i,all the correspondence received,i,,VBD,3,the broadcasting authority,IN,,9,NN,NOUN,4,to,8,11,prep,alternating,The Broadcasting Authority passed tvb all the correspondence received.,ADP,1,4,-1.386294361
25352,"According to one legend associated with him (possibly in confusion with the legend of king Bharthari), he was a king, who once gave a magic fruit to his wife, who gave it to another man, who in turn gave it to another woman, and finally it reached the king again.",give,gave,his wife,a,a magic fruit,i,,VBD,26,who,IN,,31,NN,NOUN,27,to,30,58,dative,alternating,"According to one legend associated with him (possibly in confusion with the legend of king Bharthari), he was a king, who once gave his wife a magic fruit, who gave it to another man, who in turn gave it to another woman, and finally it reached the king again.",ADP,2,3,-0.4054651081
25357,"Denmark, Luxemburg-Casco, Marinette & Oconto Falls would leave the Bay to the EVC along with Olympian Member Wrightstown.",leave,leave,the evc,i,the bay,i,,VB,9,"denmark , luxemburg-casco , marinette & oconto falls",IN,,13,NNP,PROPN,10,to,12,21,prep,alternating,"Denmark, Luxemburg-Casco, Marinette & Oconto Falls would leave the evc the Bay along with Olympian Member Wrightstown.",ADP,2,2,0
25373,"Andriamampandry then visited prince Andrianjakanavalondambo, who acknowledged that it should normally be the king's right to enjoy the honor of showing hospitality to Andriamampandry, but offered to share his meal with the elder nonetheless.",show,showing,andriamampandry,a,hospitality,i,,VBG,22,,IN,,25,NN,NOUN,23,to,24,38,dative,alternating,"Andriamampandry then visited prince Andrianjakanavalondambo, who acknowledged that it should normally be the king's right to enjoy the honor of showing andriamampandry hospitality, but offered to share his meal with the elder nonetheless.",ADP,1,1,0
25385,"In order to compare the different decision outcomes, one commonly assigns a utility value to each of them.",assign,assigns,each of them,a,a utility value,i,,VBZ,11,one,IN,,16,NN,NOUN,12,to,15,20,dative,alternating,"In order to compare the different decision outcomes, one commonly assigns each of them a utility value.",ADP,3,3,0
25413,Jowett then sold the factory to International Harvester who made tractors at the site until the early 1980s.,sell,sold,international harvester who made tractors at the site until the early 1980s,i,the factory,i,,VBD,2,jowett,IN,,6,NN,NOUN,3,to,5,19,dative,alternating,Jowett then sold international harvester who made tractors at the site until the early 1980s the factory.,ADP,12,2,1.791759469
25425,"Hours later, Henry leaves a message for Betty, saying that he has to take Charlie to the doctor and tells Betty should not go to the restaurant, saying he will meet up with her later.",leave,leaves,betty,a,a message,i,,VBZ,4,henry,IN,,8,NN,NOUN,5,for,7,39,dative,benefactive_alternating,"Hours later, Henry leaves betty a message, saying that he has to take Charlie to the doctor and tells Betty should not go to the restaurant, saying he will meet up with her later.",ADP,1,2,-0.6931471806
25468,This task shows that children aged 15 to 20 months can assign meaning to a new word after only a single exposure.,assign,assign,a new word,i,meaning,i,,VB,11,children aged 15 to 20 months,IN,,14,NN,NOUN,12,to,13,23,prep,alternating,This task shows that children aged 15 to 20 months can assign a new word meaning after only a single exposure.,ADP,3,1,1.098612289
25483,"Following the dissolution of the Soviet Union, Bichkov left his home and family to avoid having to pay alimony payments to his ex-wife.",pay,pay,his ex-wife,a,alimony payments,i,,VB,18,,IN,,22,NNS,NOUN,19,to,21,25,dative,alternating,"Following the dissolution of the Soviet Union, Bichkov left his home and family to avoid having to pay his ex-wife alimony payments.",ADP,2,2,0
25508,He also had the responsibility of passing orders to Marines on the front lines.,pass,passing,marines,a,orders,i,,VBG,6,,IN,,9,NNS,NOUN,7,to,8,15,dative,alternating,He also had the responsibility of passing marines orders on the front lines.,ADP,1,1,0
25513,The company hoped to sell the vehicle to the US Army but the vehicle performed poorly in the water and the Army passed.,sell,sell,the us army,i,the vehicle,i,,VB,4,,IN,,8,NN,NOUN,5,to,7,24,dative,alternating,The company hoped to sell the us army the vehicle but the vehicle performed poorly in the water and the Army passed.,ADP,3,2,0.4054651081
25615,"Another play in which he appeared was ""Little Shop of Horrors"", giving voice to the carnivorous plant.",give,giving,the carnivorous plant,i,voice,i,,VBG,14,,IN,,17,NN,NOUN,15,to,16,21,dative,alternating,"Another play in which he appeared was ""Little Shop of Horrors"", giving the carnivorous plant voice.",ADP,3,1,1.098612289
25616,"He showed his thankfulness to his fans with the words ""I've always known that the best part of my job were people"".",show,showed,his fans,a,his thankfulness,i,,VBD,1,he,IN,,5,NN,NOUN,2,to,4,26,prep,alternating,"He showed his fans his thankfulness with the words ""I've always known that the best part of my job were people"".",ADP,2,2,0
25630,Coach Zaza imposes his plan of play offering a solid response to the players of Rhodes six months later with another win by: 24-14.,offer,offering,the players of rhodes,a,a solid response,i,,VBG,7,,IN,,12,NN,NOUN,8,to,11,26,dative,alternating,Coach Zaza imposes his plan of play offering the players of rhodes a solid response six months later with another win by: 24-14.,ADP,4,3,0.2876820725
25633,"On 23 August 2012, the Land Transport Authority (LTA) awarded the tender to Kawasaki Heavy Industries at a price of S$281, 508, 884. 00.",award,awarded,kawasaki heavy industries,i,the tender,i,,VBD,12,the land transport authority ( lta ),IN,,16,NN,NOUN,13,to,15,31,dative,alternating,"On 23 August 2012, the Land Transport Authority (LTA) awarded kawasaki heavy industries the tender at a price of S$281, 508, 884. 00.",ADP,3,2,0.4054651081
25656,Reavis convinced some in the disputed land grant area to pay him for quitclaims on their existing properties and sold other areas to property investors.,sell,sold,property investors,a,other areas,i,,VBD,19,,IN,,23,NNS,NOUN,20,to,22,26,dative,alternating,Reavis convinced some in the disputed land grant area to pay him for quitclaims on their existing properties and sold property investors other areas.,ADP,2,2,0
25700,"Veterans from the Great Plains Wars chose to offer their services to Colonel ""Buffalo Bill"" Cody and appreciated that Wild Westing preserved Oglala Lakota heritage during a time when the Bureau of Indian Affairs was intent on promoting Native assimilation.",offer,offer,"colonel "" buffalo bill "" cody",a,their services,i,,VB,8,,IN,,12,NNS,NOUN,9,to,11,43,dative,alternating,"Veterans from the Great Plains Wars chose to offer colonel "" buffalo bill "" cody their services and appreciated that Wild Westing preserved Oglala Lakota heritage during a time when the Bureau of Indian Affairs was intent on promoting Native assimilation.",ADP,4,2,0.6931471806
25715,"Cornelius Gurlitt left the collection to the Museum of Fine Arts Bern in Switzerland which in November 2017 exhibited a number of them in an exhibition entitled ""Gurlitt: Status Report: Degenerate Art - Confiscated and Sold"".",leave,left,"the museum of fine arts bern in switzerland which in november 2017 exhibited a number of them in an exhibition entitled "" gurlitt : status report : degenerate art - confiscated and sold """,i,the collection,i,,VBD,2,cornelius gurlitt,IN,,6,NN,NOUN,3,to,5,41,prep,alternating,"Cornelius Gurlitt left the museum of fine arts bern in switzerland which in november 2017 exhibited a number of them in an exhibition entitled "" gurlitt : status report : degenerate art - confiscated and sold "" the collection.",ADP,29,2,2.674148649
277,i'll get it for you.,get,get,you,a,it,i,,VB,2,i,IN,PRON,5,PRP,PRON,3,for,4,7,dative,benefactive_alternating,i'll get you it.,ADP,1,1,0
5510,"In this way, sometimes by using his wisdom and sometimes by using his bodily strength, and at other times by resorting to craftiness, which was as much esteemed in those days as it is despised in these, he prevailed against all the King's foes one by one, and brought peace and rest to the land and the people.",bring,brought,the land and the people,a,peace and rest,i,,VBD,54,,IN,,59,NN,NOUN,55,to,58,65,dative,alternating,"In this way, sometimes by using his wisdom and sometimes by using his bodily strength, and at other times by resorting to craftiness, which was as much esteemed in those days as it is despised in these, he prevailed against all the King's foes one by one, and brought the land and the people peace and rest.",ADP,5,3,0.5108256238
9717,WHICH IS PAINTED ON CHINESE IS SENDING THEM TO THIS NIGHT MARKET,send,SENDING,this night market,i,them,a,,VBG,6,,IN,,9,PRP,PRON,7,to,8,12,prep,alternating,WHICH IS PAINTED ON CHINESE IS SENDING this night market THEM,ADP,3,1,1.098612289
1307,That's  I've just given this to our Carrie.,give,given,our carrie,a,this,i,,VBN,6,i,IN,,9,DT,PRON,7,to,8,12,dative,alternating,That's  I've just given our carrie this.,ADP,2,1,0.6931471806
20759,A producer's main reason to produce is to sell things to consumers.,sell,sell,consumers,a,things,i,,VB,9,,IN,,12,NNS,NOUN,10,to,11,14,dative,alternating,A producer's main reason to produce is to sell consumers things.,ADP,1,1,0
17148,We will show it to them.,show,show,them,a,it,i,,VB,2,we,IN,PRON,5,PRP,PRON,3,to,4,7,dative,alternating,We will show them it.,ADP,1,1,0
13415,At my age it is quite tiring to prepare a meal for my son-in-law.,prepare,prepare,my son-in-law,a,a meal,i,,VB,8,,IN,,12,NN,NOUN,9,for,11,15,dative,benefactive_alternating,At my age it is quite tiring to prepare my son-in-law a meal.,ADP,2,2,0
